QD1_yrborn2,QD2_gender,QD14_ethnic,QD4_adulthh,QD5_childhh,QD3_marstat,QD16_disab,QD18_urbrur,QL2_Edntt,QO1_Labfor,QO4E_grader,Q1_income,weight
3,1,13,2,2,2,0,2,7,1,1,-2,0.7855768113417093
1,1,9,2,0,3,0,2,3,1,4,2,1.0654186890357733
7,0,9,2,0,2,1,3,7,3,2,2,0.7859739063571626
5,1,9,1,0,4,0,2,4,1,3,3,0.5610905792900218
7,0,9,1,0,5,0,4,1,3,5,-2,0.5163318846953282
6,1,9,1,0,5,1,3,5,3,3,1,0.4230535127625635
3,0,9,2,2,2,0,3,3,1,3,8,0.8669696303523103
3,0,9,2,1,2,0,3,1,1,4,-2,0.8676018414337612
6,0,9,2,0,2,0,3,1,3,4,-2,0.71122382860095
2,0,9,2,1,2,0,3,7,1,3,-2,0.9536607392863905
8,1,9,1,0,5,0,3,1,3,3,-2,0.6445678012858994
6,0,9,2,0,2,0,3,1,2,3,-2,0.71122382860095
2,0,9,2,4,2,1,3,1,5,NA,3,0.8658415471229363
5,0,9,2,0,2,0,3,1,3,4,5,0.8261543759089954
4,1,6,2,2,2,0,3,7,1,2,6,0.8996664291864671
6,1,10,2,0,5,1,1,1,3,5,2,0.5825396981220997
5,1,10,2,0,2,1,2,1,5,NA,2,0.7453082312105952
2,1,10,2,3,3,0,2,7,1,2,5,0.7811116793817312
3,1,10,3,0,1,1,1,1,2,5,-2,0.9173528648831991
6,1,10,2,0,2,0,2,1,3,5,2,0.5825396981220997
2,0,10,2,2,3,0,2,1,1,5,2,0.8936256806918971
6,1,11,1,0,5,0,2,1,3,5,-2,0.4336551116584682
6,0,11,2,0,2,1,2,4,3,4,-2,0.7285156446702599
5,1,11,2,0,2,0,3,1,1,3,-2,0.8147169736623894
7,0,9,1,0,5,0,3,4,3,2,2,1.7588834816898689
3,0,9,2,0,3,0,2,7,1,3,-2,2.9533302264555017
-2,0,9,2,0,2,0,3,7,3,2,-2,2.582789270428414
6,0,9,2,0,2,1,3,1,3,4,1,2.4210170270171756
2,1,9,1,3,1,0,3,3,2,3,2,1.946986281048855
2,1,9,1,0,1,0,3,7,1,3,4,1.946986281048855
6,1,9,1,0,1,0,3,1,3,-2,-2,1.4520289868253067
5,1,9,2,0,1,1,3,1,1,2,7,2.7279573790613196
2,0,9,1,0,4,0,2,5,1,4,3,0.6721274603400196
3,0,9,-2,-2,2,0,1,1,1,3,-2,0.8979044084394004
7,1,5,1,0,1,1,2,5,3,5,-2,0.4629435879243834
6,1,9,2,0,2,1,1,1,3,4,-2,0.6372191907996879
6,0,12,2,0,2,-2,2,1,3,5,-2,0.7290064252771538
3,0,9,2,0,2,0,1,0,1,3,5,0.8892943283855798
2,1,6,1,4,4,0,2,5,4,5,-2,0.5818681003652939
3,1,13,2,2,2,0,2,6,11,NA,-2,0.777325675972159
3,1,9,1,0,1,0,3,1,1,4,3,0.5344852088614515
5,0,2,4,0,2,0,3,1,2,5,-2,1.2156905962642395
2,0,9,2,1,3,0,3,5,1,3,4,0.8814713564929697
2,0,9,2,1,3,0,3,3,1,5,2,0.8814713564929697
2,1,9,1,2,1,0,3,1,11,NA,1,0.524703295420259
2,1,9,2,2,2,0,3,6,2,5,2,0.770487673389174
2,0,9,1,0,1,0,3,4,1,3,2,0.6002833550028943
-2,1,-2,2,1,-2,-2,3,7,8,NA,-2,0.957846169160937
6,1,9,2,0,4,0,3,1,3,3,3,0.5789618468261021
6,0,9,1,0,4,1,3,1,5,NA,4,0.45106647625224344
4,0,10,1,0,1,0,3,5,4,3,-2,0.7189749499981033
3,0,9,3,1,3,0,3,5,1,4,4,1.0430457299774833
7,0,9,1,0,4,1,2,1,3,4,1,0.5490322591983059
2,1,12,2,0,3,0,2,1,1,5,3,0.8857348488145169
2,1,9,3,5,3,0,3,7,1,3,6,1.1434059842569009
3,0,12,1,0,4,0,2,8,1,5,2,0.6277994046802552
4,0,9,1,0,1,0,3,7,1,2,5,0.791897991753719
3,1,9,2,2,2,0,3,7,1,2,3,0.7778925169421782
2,0,9,2,0,3,0,3,7,1,2,7,0.9782177563783296
5,0,12,2,0,3,0,3,1,1,4,3,0.933379649786071
2,1,9,4,1,1,0,1,3,11,NA,-2,0.99485316245775135
6,1,9,1,0,5,0,3,7,3,2,4,0.3914017361281484
3,1,9,2,2,2,0,3,7,2,3,6,0.7011142875713934
8,1,9,2,2,2,1,1,7,3,2,-2,0.8750469832647153
7,0,9,2,0,2,0,3,7,3,2,5,0.701468688293052
4,0,9,1,0,1,1,1,4,4,3,1,0.7137374177349175
5,1,10,2,0,1,1,3,2,5,NA,3,0.7645001159329301
1,0,10,3,0,1,0,3,5,1,5,-2,1.4599978766171002
2,0,10,2,1,2,0,3,5,1,4,-2,0.9166367790946341
4,0,10,1,0,1,0,3,1,11,NA,2,0.7420462568785153
4,1,9,2,2,2,0,3,7,2,3,-2,1.0411450038464931
5,0,11,1,0,5,0,3,7,3,2,2,0.6510869766822395
1,1,11,1,2,1,0,3,5,2,4,-2,0.7359222431439547
2,1,6,6,3,2,0,1,7,1,2,3,2.0206969605491856
5,1,12,6,0,2,0,1,0,3,3,2,1.9280752256471305
4,1,12,3,0,1,0,1,0,2,5,2,2.402076261341335
2,1,6,1,1,1,0,1,8,11,NA,3,1.065988590140447
5,0,12,2,2,2,0,1,7,1,5,1,1.8573825738888534
1,1,7,-2,-2,1,0,1,5,1,4,-2,1.4296916624649914
2,1,7,1,1,1,0,1,5,4,4,-2,1.1587351141223068
3,0,2,2,2,2,0,1,6,4,6,1,1.7709452785661755
-2,0,5,1,0,-2,0,1,8,1,-2,-2,1.6356293456795656
6,0,9,1,0,4,0,3,7,1,2,9,0.9893629727977239
2,0,12,1,0,1,0,3,7,1,2,2,1.3266099730050571
5,0,9,1,0,1,1,1,0,5,NA,1,1.140614022944848
6,1,7,1,0,1,1,1,1,3,4,1,0.7792661399549319
6,1,6,1,0,1,0,1,1,5,NA,1,0.7792661399549319
2,0,1,1,0,1,0,1,7,8,NA,-2,1.1954073464902553
7,1,9,1,0,2,0,1,0,3,6,-2,0.4787696111264305
2,0,9,2,2,2,0,1,7,1,2,-2,1.0109215735782393
3,0,9,1,1,2,0,1,1,1,4,-2,0.6263140045829708
4,0,9,2,2,2,0,1,0,4,4,2,1.2017193876068144
1,0,5,2,0,1,0,1,5,7,NA,-2,1.2473136677536159
3,0,2,2,3,2,0,3,7,1,2,-2,1.0093928382450477
2,1,9,1,2,1,0,3,7,1,3,3,0.6604489363810737
5,0,2,1,0,5,1,3,0,3,5,1,0.720948994630849
3,1,1,2,4,2,1,3,5,9,NA,1,0.8823029060971241
6,0,2,2,0,2,1,3,0,5,NA,-2,0.8274581780424116
2,0,2,3,0,1,0,3,7,1,3,3,1.4322881092164819
2,0,12,4,0,1,0,3,5,2,4,1,1.4322881092164819
3,0,9,1,0,-2,0,2,7,1,4,-2,0.6873980816215711
-2,1,6,1,2,-2,0,1,1,11,NA,-2,0.5366244648149614
1,1,12,4,3,1,0,1,5,9,NA,-2,1.3795922803979168
2,1,9,1,3,1,0,1,1,11,NA,1,0.5898531554392408
3,0,6,1,0,4,0,1,1,1,4,2,0.6139216904627057
3,1,12,2,1,3,0,2,5,1,5,-2,0.8738424301468862
3,1,2,2,5,2,0,2,5,11,NA,-2,0.8738424301468862
5,0,5,2,0,2,0,2,5,1,3,-2,1.0485082754425517
1,1,2,3,1,1,0,2,1,4,5,-2,1.529894602302443
-2,1,-2,3,-2,-2,-2,2,8,-2,NA,-2,1.128053915079475
5,1,9,2,-2,-2,0,2,1,1,5,-2,0.9164934240055143
3,0,9,2,1,3,0,2,3,1,3,-2,0.9997136863650077
1,1,9,2,1,-2,0,2,1,11,NA,-2,1.1851267029647088
6,0,9,2,0,2,0,2,1,3,4,-2,0.8195236127510845
3,0,5,2,3,2,0,2,1,1,4,-2,0.9997136863650077
3,1,12,1,1,1,0,1,7,2,3,-2,0.54068251266263
-2,0,9,2,0,3,-2,1,7,1,2,-2,1.1868498459398849
3,0,9,3,3,2,0,2,8,1,4,4,1.1725556528130192
2,0,9,2,0,-2,0,4,1,1,3,-2,1.2518716001875896
4,1,9,2,0,2,0,4,1,1,4,-2,1.3007770949351365
5,1,9,2,0,2,0,4,1,11,NA,-2,1.0440951152122042
7,1,9,2,0,2,0,4,1,3,5,-2,0.8706042891559438
4,1,9,2,1,2,0,4,7,1,3,-2,1.3007770949351365
1,1,5,2,0,3,0,3,3,1,3,1,1.331822879162574
4,0,9,1,0,1,0,3,1,1,4,2,0.9996879653348124
4,1,9,2,3,-2,0,3,1,4,-2,-2,1.2831394509052516
5,0,9,3,0,3,1,3,1,5,NA,1,1.5210737757861381
6,1,9,2,0,2,0,3,1,3,5,-2,0.7425851194610059
2,0,12,4,0,2,0,3,1,1,4,-2,1.4705272794491067
2,1,12,2,1,2,0,3,1,1,5,-2,0.9957122435018904
3,0,12,-2,-2,2,0,3,1,1,4,-2,1.0363415675718304
5,1,10,1,0,4,0,3,1,1,3,3,0.5852693317378135
4,0,10,1,0,1,0,3,4,1,5,4,0.8341825369156423
1,1,10,2,0,3,0,3,1,1,3,2,1.1113301615970173
2,0,10,1,0,1,0,3,7,1,3,6,0.7017388015596897
-2,1,10,2,0,2,1,4,4,3,3,-2,0.7166191497294249
6,1,10,2,0,5,1,4,0,3,3,-2,0.6717339208605774
6,0,10,2,0,2,1,4,7,3,3,2,0.7684927752559082
5,1,10,2,0,2,1,4,7,3,3,-2,0.8594243826037407
6,1,10,2,0,2,1,4,0,3,6,1,0.6717339208605774
2,1,11,2,0,3,0,3,7,1,3,1,0.9845907050626214
6,0,9,2,0,3,0,3,4,3,3,-2,0.8400606378933061
3,0,9,1,0,1,0,3,1,4,5,1,0.6978673801977383
6,1,9,2,0,4,0,3,1,11,NA,-2,0.839064263568669
5,0,9,3,0,5,0,2,3,1,4,-2,1.585421903108587
2,1,9,2,3,2,0,2,4,2,4,-2,1.1250785107660544
6,1,9,2,0,1,1,2,1,3,5,-2,0.839064263568669
2,0,9,2,0,3,0,2,7,1,2,-2,1.2871386724250984
2,1,9,2,3,3,0,4,1,11,NA,-2,1.0011545881228685
7,0,9,1,0,-2,1,6,6,3,4,1,0.620576424264588
8,0,9,1,0,5,1,3,0,3,4,1,0.8856474242610578
6,0,9,2,0,2,0,6,0,3,6,1,0.8541930749537353
6,1,9,3,0,2,1,3,8,3,3,-2,0.9638518063496074
7,0,7,1,0,2,1,-3,8,3,6,1,0.620576424264588
6,0,6,2,0,2,0,6,0,3,4,-2,0.8541930749537353
5,0,9,2,0,2,1,3,0,3,4,1,1.0928647984993973
2,0,12,2,0,1,0,2,7,1,5,4,1.0406501461948792
5,1,9,2,0,2,0,2,7,1,2,2,0.8679306520925343
7,1,9,1,0,5,0,1,1,3,5,1,0.4928489794206816
3,0,12,2,0,3,0,2,4,1,4,5,0.94674127384398
2,0,9,2,0,2,0,2,4,1,4,5,1.0406501461948792
3,0,9,2,3,2,0,4,1,1,5,-2,1.3170786193951642
3,0,9,2,2,2,0,4,1,1,4,2,1.3170786193951642
5,1,9,3,0,2,0,4,3,2,4,-2,1.5586985948567662
5,0,9,3,-2,2,0,4,1,1,4,-2,1.7832188784129936
7,0,9,1,0,-2,1,4,3,3,2,-2,0.7843985095162731
6,1,9,1,0,5,0,3,0,3,3,-2,0.5133885930696059
8,0,9,2,0,2,0,3,0,3,6,2,1.3130986306689865
5,0,9,2,0,2,1,3,4,3,3,-2,1.1034458323626901
7,0,9,3,0,2,0,3,0,3,5,2,1.1877594268559222
7,1,9,1,0,5,0,3,1,3,3,2,0.4928489794206816
5,1,9,1,0,1,1,3,1,1,3,2,0.5910621143956724
5,1,9,2,0,2,0,4,5,1,3,-2,0.8679306520925343
6,1,9,1,0,1,1,4,1,3,-2,-2,0.46197952910327406
8,1,9,1,0,5,1,3,1,3,-2,1,0.7033628931213093
2,1,12,1,2,4,0,2,7,1,4,3,0.6822849934778353
5,0,9,4,0,2,0,2,4,1,4,4,1.4118213551089895
3,0,9,1,0,1,0,3,1,1,3,3,0.7356065534457744
8,1,9,1,0,5,1,3,1,3,6,1,0.8025010971160208
5,0,9,1,0,4,1,3,4,3,3,2,0.7715104527198217
1,1,9,3,0,1,0,3,3,1,4,-2,1.6530400184737544
6,0,9,3,0,2,1,3,1,3,4,2,1.1034924230900292
2,1,9,1,3,1,0,3,4,2,5,1,0.6148065446515012
1,1,5,4,0,1,0,3,3,9,5,3,1.437955116655636
7,1,9,1,0,5,1,3,0,3,6,-2,0.48914994219768243
6,0,9,2,0,2,1,3,1,3,3,1,0.8854893179719319
5,0,9,1,0,1,1,3,1,4,5,1,0.7715104527198217
5,0,9,2,0,4,1,3,1,4,4,-2,1.1329055847370073
2,0,9,4,0,1,0,3,7,1,3,2,1.5327370671106049
-2,1,9,2,3,3,0,3,5,1,4,-2,0.9441804060876077
7,1,9,1,0,5,0,4,1,3,5,-2,0.6179644246651569
2,0,9,2,2,1,0,4,1,1,5,-2,1.3048312885357747
5,0,9,2,0,2,-2,4,1,4,6,-2,1.2450223512937337
5,1,9,1,0,-2,0,4,3,3,3,-2,0.7411101061693004
6,1,10,1,0,5,0,3,1,3,6,2,0.4768040671326415
3,0,10,2,0,3,0,3,1,1,3,8,0.9771214122135634
3,1,10,3,1,4,0,3,1,2,5,3,1.102561312892793
2,1,10,2,0,3,0,3,1,1,3,5,0.9388137887863579
6,0,10,1,0,4,0,3,1,3,5,2,0.5454845578359909
1,1,11,3,0,1,0,4,7,4,3,3,2.064572595083621
2,1,9,1,1,1,0,3,7,2,3,-2,0.8827206973731454
2,1,11,2,2,3,0,4,5,2,5,2,1.2962095384340202
7,0,9,2,0,2,0,4,1,3,4,-2,1.17983492252902
-2,1,9,2,0,2,0,3,1,3,6,-2,1.1343744032027792
4,0,9,3,0,2,0,3,5,1,3,-2,2.5030973175454303
5,0,10,1,0,1,1,3,4,5,NA,1,1.059903401227726
1,1,9,1,2,1,0,3,1,11,NA,1,1.1980065897218746
5,0,9,1,0,1,0,3,1,1,5,2,1.059903401227726
2,0,9,2,1,1,1,3,1,5,NA,1,1.6311556433130967
7,1,9,1,0,5,1,1,0,3,3,1,0.8649676260983421
2,1,9,2,3,1,1,1,7,2,3,1,1.596423939487696
6,0,9,1,0,5,0,1,0,3,6,1,0.9275796938133866
6,0,9,1,0,1,0,1,0,3,5,1,0.9275796938133866
1,1,2,5,0,2,1,3,5,2,3,1,2.2709513938136436
5,1,9,1,0,4,0,3,1,1,3,3,0.9264538202107034
2,1,9,1,0,1,0,3,5,4,6,1,0.9709592207226317
1,1,9,2,2,2,0,3,5,2,3,1,1.7591833672025876
3,1,12,2,0,2,0,3,7,11,NA,-2,1.2971179071610766
2,1,12,2,0,1,0,2,7,1,3,7,1.4260982753094626
3,0,9,2,3,3,1,3,1,5,NA,-2,1.8885075519199739
2,1,9,1,0,1,0,4,1,1,3,4,1.2356564825461718
7,1,9,1,0,5,1,4,0,3,5,-2,0.9831081049344775
5,1,9,2,0,2,1,3,7,3,2,3,1.7313004474437805
2,0,6,2,0,3,0,3,7,1,2,-2,2.1424435312023116
1,1,10,1,1,1,0,3,5,2,4,2,1.573523335439737
1,0,10,1,0,1,0,3,1,1,3,3,1.8001790253986638
4,1,10,2,0,1,0,3,5,1,4,-2,2.2261400227965225
4,1,10,2,0,3,0,3,5,11,NA,2,2.2261400227965225
6,0,9,1,0,1,0,3,1,3,5,1,0.48725689983106835
3,1,1,2,1,2,0,3,7,4,2,-2,0.7629244935174813
5,1,9,1,0,1,0,3,1,1,4,3,0.5449113821106267
4,0,2,1,0,1,0,3,7,2,3,-2,0.7766604783024601
1,1,9,2,0,1,0,3,1,4,-2,1,0.9240976699409732
2,1,9,1,3,1,0,3,1,11,NA,-2,0.5100441319566874
3,1,9,2,2,3,0,3,1,11,NA,1,0.6813750391196284
3,0,13,2,2,3,0,3,5,1,4,2,0.7795226332061758
2,1,9,1,3,1,0,3,1,11,NA,1,0.5100441319566874
7,1,9,1,0,1,1,2,1,3,4,1,0.5057125418602013
2,0,9,1,-2,1,1,1,1,-2,NA,-2,0.7271813117613352
4,0,9,1,0,1,1,2,7,5,NA,1,0.8644269778078069
4,1,13,1,2,4,0,3,7,1,2,3,0.7555893064930065
5,0,9,2,0,2,0,3,7,3,2,-2,0.8177518119564009
6,0,9,2,0,2,0,3,1,1,4,-2,0.6391622602934554
7,0,9,1,0,-2,0,3,1,3,4,-2,0.46435523963861153
5,0,3,4,0,2,0,3,1,1,5,-2,1.055645847828301
3,1,9,2,0,2,0,3,7,1,3,-2,0.6815265528690172
7,1,9,1,0,5,1,3,1,3,-2,1,0.5057125418602013
5,0,9,1,0,1,0,3,5,1,3,3,0.6938498444514708
2,0,9,2,1,3,0,3,3,1,3,3,1.0678115459181954
4,1,9,2,0,2,0,4,3,1,2,6,1.1095265684032853
4,1,9,2,0,2,1,3,1,1,3,2,0.8970509630019456
1,1,9,1,0,1,0,3,1,1,3,2,0.6340709069993976
2,0,9,2,2,3,0,3,3,1,4,3,0.9593951221801226
5,0,9,2,0,1,0,3,4,3,6,2,0.9154197798067942
1,0,9,3,0,1,0,3,3,2,4,3,1.5281023772614433
1,0,9,1,1,1,0,3,1,4,6,1,0.8061276532451839
5,1,9,2,0,2,0,2,1,2,5,-2,0.8215244281626448
6,0,9,2,0,2,0,2,7,3,1,-2,0.7346028347793886
4,0,9,4,0,3,0,1,1,1,5,2,1.511550067006271
2,1,9,3,3,3,0,1,1,2,5,3,1.1114615017755736
7,1,9,1,0,1,1,3,7,3,2,-2,0.4500098674979466
7,0,9,1,0,5,1,3,1,3,5,1,0.5148308299259161
4,0,12,2,0,2,0,3,8,1,4,4,1.129531970741244
4,1,10,2,0,3,0,1,1,1,3,4,0.9258365807134408
6,0,10,1,0,5,1,3,1,3,5,2,0.45253454150352834
4,1,10,2,0,2,0,3,1,1,3,6,0.9258365807134408
6,0,10,2,2,2,0,3,1,3,3,-2,0.6645132383474401
6,1,10,2,0,2,1,1,1,3,6,2,0.5808461672398179
6,0,10,2,0,3,0,2,1,3,5,2,0.6645132383474401
4,1,10,2,0,3,0,1,1,1,3,3,0.9258365807134408
2,0,3,3,0,1,0,1,7,1,3,3,1.25735761962635
8,1,11,1,0,5,0,1,1,3,5,-2,0.6583196106292918
2,1,13,1,0,4,0,1,7,5,NA,1,0.5797859363554543
2,1,3,2,2,2,0,1,1,11,NA,-2,0.851372425264607
4,1,13,4,0,2,1,1,4,5,NA,3,1.3064774306782265
6,1,11,5,2,4,0,1,1,3,2,-2,0.8196504912454424
3,1,12,2,3,2,0,1,1,4,5,1,0.7745440841553594
1,1,9,2,0,2,0,1,7,2,5,1,1.0504558317242216
8,0,13,1,0,5,0,1,1,3,4,-2,0.7531462218399698
6,1,11,1,0,4,1,1,1,3,4,1,0.43239441075478635
5,1,11,1,0,4,1,1,1,5,NA,1,0.5532105614499266
5,1,11,1,0,5,1,1,0,5,NA,-2,0.5532105614499266
7,1,12,4,0,5,0,1,0,3,6,-2,1.003551432515829
2,1,12,2,2,1,1,1,1,1,3,3,0.9771008292693698
1,1,13,5,2,1,1,1,7,7,NA,-2,1.5563036183024563
1,0,4,4,0,1,0,1,1,2,5,-2,1.7804789212339123
3,1,12,1,1,1,1,1,7,1,3,4,0.6053604446237272
3,1,6,1,2,1,1,1,7,1,3,-2,0.6053604446237272
3,1,6,2,1,1,0,1,1,2,5,4,0.8889266841108577
4,0,6,2,0,1,0,1,1,1,3,-2,1.328824094756836
4,0,13,2,2,2,0,1,3,2,3,3,1.328824094756836
1,0,6,3,4,1,0,1,3,9,NA,-2,1.7804789212339123
2,1,12,4,2,1,0,1,3,1,5,2,1.2613514494820766
3,1,12,1,1,4,0,1,8,1,3,2,0.6053604446237272
3,1,6,2,1,1,0,1,2,11,NA,2,0.8889266841108577
4,1,9,2,0,1,0,2,2,2,5,-2,1.2625732876602387
1,1,6,3,0,1,0,3,7,2,5,-2,1.691710087183074
5,1,1,4,0,2,0,3,1,3,-2,1,1.3082492921208386
5,1,6,3,0,4,0,-3,0,3,5,1,1.3082492921208386
4,1,9,1,1,1,0,1,5,2,3,1,0.8604413519711448
4,0,13,2,3,2,0,2,4,1,4,2,1.4454919805624011
8,1,9,1,0,5,0,1,1,3,6,-2,0.8218731388656884
5,0,9,3,2,2,0,1,3,1,4,-2,1.4977854187312716
4,0,9,-2,-2,2,0,1,7,1,-2,-2,1.4454919805624011
6,1,9,2,0,4,0,3,6,11,NA,1,0.7926837751437132
7,0,9,5,0,2,0,2,5,3,4,-2,1.2600806356042669
2,1,9,1,3,1,0,3,1,2,5,2,0.73030398699604
1,0,9,4,0,1,0,2,1,1,2,-2,1.7584480662943927
6,1,9,1,0,5,1,2,1,3,5,2,0.4901088936920111
4,1,9,4,0,2,0,2,8,2,4,4,1.4808614363574957
5,0,9,4,0,2,0,2,1,3,4,-2,1.4966940004168603
3,0,1,2,0,2,0,3,7,1,2,-2,1.1054524442229008
4,1,9,2,0,1,-2,3,1,4,5,-2,1.2625732876602387
-2,1,9,1,2,1,0,3,1,-2,NA,-2,0.7233010413232493
6,0,9,2,0,2,0,2,4,3,2,4,0.9394056720428857
-2,1,2,3,2,2,0,3,5,11,NA,-2,1.421330261186426
3,0,2,2,2,2,0,3,7,1,2,-2,1.1459544212979702
3,1,-2,3,-2,-2,0,1,7,1,-2,-2,1.147526363604607
2,0,6,4,0,3,0,1,7,1,3,5,1.4430408319170416
1,0,7,1,0,1,0,1,0,4,6,-2,0.9392651407290137
2,0,7,2,0,2,0,1,3,1,-2,-2,1.1178457789180507
2,0,4,2,0,1,0,1,7,1,3,-2,1.1178457789180507
5,0,12,1,0,1,0,6,1,1,5,2,0.7121478869343348
3,1,6,1,2,1,0,2,5,2,5,1,0.593514667187541
7,1,9,2,0,2,1,1,0,3,6,2,1.045617582630048
2,1,12,2,1,2,0,1,3,1,3,-2,1.314223876047881
6,0,9,2,0,2,0,1,0,2,4,-2,1.1213062869379595
6,1,9,1,0,1,1,1,0,3,5,2,0.6674670703681508
5,0,4,3,1,2,0,1,6,1,-2,-2,2.0325796357624566
3,1,9,1,3,1,0,1,4,11,NA,1,0.7981138841205261
6,0,9,2,0,2,1,1,1,3,5,1,1.099120003969537
1,0,12,3,1,1,1,1,5,9,NA,1,2.3474030390340204
3,1,12,1,2,1,0,1,4,11,NA,-2,0.7981138841205261
5,0,9,1,0,4,0,1,1,3,4,2,1.1934275095359155
7,1,9,1,0,5,0,1,1,3,4,1,0.869829782624546
4,1,9,2,0,1,0,2,1,2,5,1,1.9083949357087093
7,1,9,1,0,5,1,2,1,3,-2,2,0.869829782624546
2,1,9,2,4,3,1,3,1,4,6,2,1.2979622538371558
3,0,9,4,0,1,0,2,3,1,5,-2,1.7439252359408768
2,0,9,1,0,1,0,1,7,-2,NA,-2,1.0112363420082129
3,0,1,1,0,1,0,3,7,1,3,4,0.9199817883952872
4,1,9,2,0,2,0,2,1,1,3,4,1.5429351253203099
1,1,9,2,0,1,0,3,1,11,NA,1,1.763907317020073
1,0,9,2,0,3,0,3,3,1,5,4,2.0179865676789497
1,0,9,3,5,1,0,1,3,1,4,5,2.605043620810888
6,1,9,2,0,2,1,3,1,3,4,-2,1.0661785480507862
4,1,9,2,1,3,0,3,3,1,3,-2,1.6994294824188934
1,1,10,3,0,1,0,1,4,2,3,-2,2.1337042762574976
2,1,2,3,0,1,0,1,7,7,NA,-2,1.7293225756032753
1,1,10,2,1,3,0,1,1,2,5,2,1.6528654393689102
4,1,10,1,0,1,0,3,5,1,3,3,1.084458612468103
1,1,12,8,0,1,0,1,7,2,5,-2,1.8868368214269762
2,1,12,4,-2,1,0,1,5,-2,NA,-2,1.5292416798715827
7,1,9,2,0,2,0,1,7,3,2,6,0.9425033926652577
3,1,5,2,2,2,0,1,7,1,1,-2,1.0777200408740475
5,0,9,2,0,2,0,3,7,1,1,9,1.277136752755173
3,0,12,2,1,2,0,1,1,1,4,-2,0.9334022863575567
2,1,9,2,0,1,0,1,5,1,4,-2,0.896808652398727
5,0,9,1,0,-2,0,1,7,3,6,-2,0.6666734837405782
3,0,1,2,0,2,0,1,7,1,2,-2,0.9334022863575567
4,1,9,2,0,2,0,1,7,3,3,-2,1.0660691914472042
6,1,2,2,0,2,0,1,7,3,6,-2,0.6688245169437932
4,0,1,2,1,2,0,1,7,1,2,-2,1.2196294486669659
