QD1_yrborn2,QD2_gender,QD14_ethnic,QD4_adulthh,QD5_childhh,QD3_marstat,QD16_disab,QD18_urbrur,QL2_Edntt,QO1_Labfor,QO4E_grader,Q1_income,weight
1,1,9,2,1,2,0,1,5,1,3,-2,1.1065167850135513
6,0,9,2,0,2,0,3,7,3,1,-2,0.8397903636144314
3,1,9,2,2,2,0,3,7,2,3,9,0.8954524808520247
6,0,9,2,0,2,0,3,7,3,2,6,0.8397903636144314
3,1,9,2,-2,2,0,3,7,2,-2,-2,0.8954524808520247
5,1,9,3,0,2,1,2,7,2,2,9,1.3493748266083805
5,1,9,1,0,4,0,2,1,-2,NA,-2,0.7118425954361521
4,1,9,2,2,2,0,2,5,1,2,-2,1.3022629718797867
6,1,9,1,0,-2,1,3,6,3,3,-2,0.4950988220219799
4,1,9,3,1,2,0,3,5,2,2,5,1.4959384784784304
5,0,9,2,0,2,1,3,8,3,1,2,1.06413492458287
6,1,9,1,0,5,1,2,7,3,3,-2,0.4950988220219799
5,1,9,1,0,-2,0,3,8,3,-2,1,0.6334353323991133
6,1,9,1,0,1,0,4,3,3,-2,-2,0.5639051264315752
3,1,9,2,2,2,0,3,7,2,2,6,1.0101180053184167
8,1,9,1,0,5,1,4,1,3,-2,-2,0.8585444076769592
7,0,9,2,0,2,0,4,1,3,-2,3,1.0106286018878932
6,1,9,1,0,5,0,4,1,2,2,-2,0.5639051264315752
7,1,9,1,0,5,1,4,1,3,-2,1,0.6015852403489601
5,0,1,4,0,2,1,1,1,1,1,-2,1.248114773453078
5,1,9,2,2,2,0,1,7,2,2,5,0.8451139795845107
4,1,9,2,-2,2,0,2,1,1,3,-2,1.0528781250255985
6,1,9,2,0,2,0,4,5,3,2,-2,0.7340546220018809
6,1,9,2,0,2,1,3,1,3,5,2,0.7340546220018809
3,1,9,2,2,2,0,4,5,11,NA,8,0.8954524808520247
3,0,9,2,3,2,0,4,1,1,3,2,1.0244365227799628
3,0,9,1,-2,1,0,6,1,1,5,-2,0.7162684948298442
3,0,9,2,1,2,0,3,7,1,2,-2,1.051786887790344
5,1,9,2,1,2,0,2,7,2,2,2,0.8389575596227938
4,0,9,3,0,2,0,2,4,1,2,8,1.5436258642965024
8,1,9,1,0,5,0,2,1,3,3,1,0.6798833696212975
3,1,11,2,2,2,0,2,7,1,3,6,0.7999148640770527
1,0,9,3,0,1,0,2,3,1,3,-2,1.6021923739362811
7,0,9,2,0,2,0,3,1,3,2,3,0.806192091569475
4,0,9,2,0,2,0,3,7,3,2,9,1.2045382958635786
5,1,9,1,0,5,0,3,7,3,2,-2,0.5755239251825691
3,0,4,2,0,1,0,3,7,1,3,5,0.921852781263327
6,0,10,2,0,2,0,3,7,3,2,4,0.7556964879339689
4,1,9,2,0,2,1,3,7,5,NA,-2,1.1596677641848194
3,1,3,2,2,2,1,3,7,2,2,-2,0.8875126323723593
7,1,9,2,0,4,0,3,1,3,3,-2,0.776160445495493
5,0,9,2,0,2,0,3,5,2,3,-2,1.0649109124236527
7,1,12,2,0,2,1,3,1,3,3,-2,0.776160445495493
3,0,9,2,0,3,0,5,3,1,3,6,1.1643578535751686
5,1,9,2,0,2,0,4,7,1,2,4,1.067431936308609
6,1,9,1,0,4,0,5,4,3,3,-2,0.5681694754030558
4,0,9,2,1,2,0,5,7,1,3,4,1.5214073800360757
8,1,9,1,0,5,-2,5,7,3,2,-2,0.8650368703098407
3,0,9,1,1,1,0,3,7,1,4,-2,0.9046920117555789
1,0,9,4,0,1,0,3,3,1,4,8,2.3258464669254844
5,1,9,2,0,2,0,3,1,3,3,5,1.2178852600297705
5,0,9,1,0,1,0,4,4,1,4,4,0.9488487293812625
3,1,12,2,2,2,0,3,7,2,3,3,1.1612083484606466
1,0,9,3,0,1,0,3,7,9,NA,9,2.0385194560004107
4,1,9,2,0,3,1,3,7,1,3,8,1.3298510767099039
1,0,9,3,1,1,0,3,7,9,NA,-2,2.0385194560004107
7,1,9,1,0,5,1,4,1,3,1,-2,0.6061345329173279
5,0,9,2,0,2,0,3,5,3,4,-2,1.06413492458287
2,1,9,3,0,1,0,3,3,1,3,-2,1.2584272969509998
4,0,1,2,2,2,0,3,7,1,2,-2,1.3257435224535061
1,0,9,3,2,1,0,3,1,9,NA,-2,1.7763512913444073
1,0,9,3,1,1,0,3,1,9,NA,-2,1.7763512913444073
6,1,9,3,0,2,0,3,4,3,4,-2,0.938513502006139
1,0,9,3,0,-2,0,3,7,1,2,-2,1.7763512913444073
4,0,9,2,2,2,0,3,1,1,2,-2,1.3257435224535061
6,0,9,2,0,2,0,3,1,3,4,-2,0.8317375439699505
5,1,9,3,0,2,0,3,1,3,4,-2,1.2007453576165477
7,1,9,2,0,2,0,4,7,3,1,-2,0.7046866178493584
8,1,9,1,0,5,0,4,0,3,3,-2,0.6848724748511944
6,1,9,2,0,2,0,4,7,3,1,5,0.6605487795918606
5,0,9,4,0,2,0,4,7,2,5,3,1.248114773453078
6,0,9,2,0,2,0,4,4,1,2,9,0.7556964879339689
3,0,9,2,2,2,0,3,7,1,2,-2,1.2939275500730532
3,0,9,2,2,2,0,3,7,1,2,8,1.2939275500730532
5,0,9,1,0,1,0,3,1,3,4,2,0.9241751387618408
7,1,9,1,0,5,0,3,0,3,5,-2,0.6676125772547112
5,0,9,2,0,2,0,3,7,1,3,-2,1.3450492415276356
5,1,9,1,0,4,0,4,1,1,3,3,0.7502491436981599
6,1,10,2,0,2,0,4,7,3,1,6,0.8610869758411002
6,1,9,2,0,2,0,4,7,3,2,4,0.8610869758411002
5,1,9,2,0,2,0,2,5,2,3,7,1.1016849374411144
6,0,10,3,0,2,0,4,5,3,3,5,1.006842065726418
1,0,10,2,0,3,0,1,1,1,3,4,1.2903586722195581
5,1,9,3,0,2,0,3,4,1,4,4,1.2308356896278447
6,0,9,2,0,2,0,3,1,3,4,-2,0.8525806467024021
6,1,9,2,0,2,1,3,1,3,5,-2,0.7452345150135459
3,1,9,2,2,2,0,1,7,4,3,-2,0.9259238553894076
6,1,9,2,0,2,0,2,3,3,-2,3,0.759033784823155
-2,1,9,2,0,2,0,2,1,3,3,-2,0.759033784823155
6,1,9,2,0,2,0,1,1,3,-2,2,0.759033784823155
3,1,9,2,1,2,0,2,7,1,2,7,0.9259238553894076
4,0,1,2,2,2,0,2,7,1,2,7,1.370857281449128
7,1,9,1,0,4,1,2,5,3,3,-2,0.5461547964673227
4,0,9,1,0,4,1,2,7,1,2,-2,0.933555925642824
6,0,9,1,0,5,1,2,1,3,5,-2,0.5856890866159123
8,1,9,1,0,5,1,1,1,3,3,-2,0.7028628456815456
7,0,9,1,1,1,0,3,1,3,3,3,0.5634397784798765
6,0,9,1,0,4,1,3,4,1,4,6,0.5281488943046055
-2,0,9,1,0,4,0,4,1,5,NA,-2,1.1905559990924492
6,0,9,2,0,2,0,3,1,3,4,3,1.096802730039229
3,1,9,2,2,3,0,4,7,2,2,9,1.1694998754115542
3,1,9,1,1,1,0,4,5,1,4,3,0.796431221180712
6,1,9,1,0,5,0,4,7,3,2,3,0.5830942678751251
2,1,9,2,1,3,0,4,7,1,3,5,1.1480962025669303
3,0,9,1,0,1,1,4,5,1,3,5,0.8137583312340907
5,1,9,3,0,2,0,3,7,1,2,6,1.1280925829041077
4,1,9,2,0,2,1,3,3,1,3,2,1.0887065406879766
5,1,9,3,0,2,0,3,1,2,5,2,1.1280925829041077
7,0,9,2,0,2,1,3,3,3,2,5,0.8336260221203351
5,0,9,3,0,2,0,4,1,1,5,1,1.4214864867687789
8,0,9,1,0,5,1,4,1,3,4,-2,0.8923606952982431
7,1,9,1,0,4,0,4,1,3,6,-2,0.5465530631452155
5,0,13,2,0,2,0,4,1,2,5,-2,1.1011487921049192
6,1,9,2,0,2,0,4,1,3,6,-2,0.9502065345042259
7,1,9,1,0,-2,0,4,1,3,5,-2,0.6903307820979653
3,1,9,2,1,2,0,4,7,1,3,-2,1.1591300880623476
5,1,9,2,0,2,0,4,5,1,3,-2,1.2157055627265705
8,0,9,2,0,2,0,4,1,3,4,-2,1.655073339593546
7,0,9,1,0,1,0,4,1,3,3,-2,0.7118180101942361
6,1,9,1,0,5,0,4,7,2,2,-2,0.5832239274512777
7,0,9,2,0,2,0,4,7,3,3,-2,1.045251682880686
7,0,9,2,0,2,0,4,1,3,3,-2,1.045251682880686
6,1,9,2,0,2,0,4,7,3,2,-2,0.8564208588911417
5,1,9,2,0,2,0,2,1,3,2,8,0.8738723840217792
6,0,9,2,0,2,0,3,4,3,3,3,0.8915512540735256
5,0,9,2,0,2,0,3,3,3,2,4,1.1406612980182742
6,0,9,1,0,1,0,3,7,3,2,-2,0.7403014820066615
5,0,9,5,0,2,0,3,1,1,3,-2,1.7954265456052456
2,1,9,2,1,3,0,3,1,2,5,-2,1.2741061670453275
7,1,9,1,0,1,0,3,1,3,5,-2,0.6903307820979653
2,1,9,2,3,-2,0,3,1,1,5,-2,1.2741061670453275
7,0,9,2,0,2,0,4,1,1,3,7,1.2013300800168367
7,1,9,1,0,5,1,4,1,3,3,2,0.7151019113998237
5,1,9,2,0,2,0,4,7,3,2,-2,1.2593287075554436
7,0,9,1,0,5,0,4,1,3,2,3,0.8181076396713899
7,0,9,1,0,-2,0,4,4,3,3,-2,0.7118180101942361
6,1,9,2,0,2,0,4,1,3,2,-2,0.8564208588911417
8,0,9,1,0,5,1,4,1,3,3,-2,1.0158616451120162
8,1,9,1,0,5,0,4,1,3,3,-2,0.8879572429236375
6,0,9,2,0,2,0,4,1,3,3,-2,0.9797826523232942
6,0,9,2,0,2,0,2,1,3,5,3,0.7814121023443622
5,0,9,3,0,2,0,2,1,3,5,3,1.290586901835975
8,1,9,1,0,5,1,2,1,3,5,-2,0.7081780171750913
5,0,1,2,0,2,1,2,7,3,-2,-2,0.999747954898622
1,0,9,3,0,1,0,3,7,1,5,7,1.6567134177114904
7,1,9,2,0,2,1,2,4,3,3,-2,0.7233582842388826
4,1,9,1,0,4,0,3,5,1,4,4,0.7360098640270762
2,0,10,3,0,1,0,3,7,1,2,9,1.3959880045134094
8,0,9,1,0,5,1,3,7,3,2,-2,0.8361846104258166
4,1,9,2,2,2,0,3,7,1,4,4,1.123642226142649
5,1,10,1,0,4,1,3,7,1,2,4,0.6142049769290961
5,0,9,1,0,4,0,3,7,4,1,-2,0.7026771652256663
8,0,10,1,0,4,0,3,1,3,5,1,0.8361846104258166
4,1,9,2,0,2,0,3,7,2,3,-2,1.123642226142649
5,1,10,3,2,3,0,3,7,1,3,-2,1.1642921336252638
6,1,10,1,0,4,0,3,1,3,-2,2,0.48006820113095816
4,0,12,2,2,2,0,1,7,1,2,9,1.1324643754998975
3,0,13,1,0,1,0,1,7,1,4,-2,0.5902195682133409
4,1,9,2,3,2,0,1,6,1,2,9,0.989878837749845
2,1,12,1,0,1,0,1,7,1,3,3,0.5670802646673635
2,1,12,1,0,1,0,1,5,1,3,-2,0.5670802646673635
5,1,9,2,0,2,0,1,3,1,3,-2,0.7945463240172478
7,0,9,3,0,2,0,1,3,3,3,-2,0.9784512655886147
4,0,9,2,2,2,0,1,7,1,2,-2,1.1324643754998975
2,0,12,2,0,1,0,1,5,2,3,5,0.9526622273953272
2,1,9,2,0,1,0,1,3,1,3,4,0.8327150935816345
3,0,2,2,0,1,0,1,7,1,3,3,0.8666934358344822
3,0,12,2,2,2,0,1,2,1,3,4,0.8666934358344822
3,0,9,5,0,3,0,1,3,1,3,-2,1.1188251906037918
3,0,12,2,0,1,0,1,3,1,5,4,0.8666934358344822
3,0,9,1,0,1,0,1,4,1,3,-2,0.5902195682133409
2,1,7,2,0,1,0,1,5,1,3,-2,0.8327150935816345
4,0,9,2,-2,2,0,1,7,1,3,4,1.1324643754998975
2,1,12,3,0,1,0,1,3,1,5,3,1.0749621316770324
3,0,13,2,0,3,0,1,1,1,4,4,0.8666934358344822
2,1,12,2,0,1,0,1,7,1,3,4,0.8327150935816345
4,0,5,3,1,2,0,1,7,1,3,-2,1.4619121576139973
2,0,12,1,0,1,0,1,3,1,4,3,0.64876444802544
2,0,1,2,1,2,0,3,7,1,2,-2,0.9408744083496737
4,0,9,3,1,2,0,1,7,1,2,6,1.4438231062387663
6,1,12,1,0,1,0,3,7,3,2,4,0.41768573012174015
1,1,12,2,0,3,0,1,3,1,5,3,1.0147226701392178
5,1,9,1,0,1,0,2,7,3,2,2,0.534392100182143
3,0,9,2,2,2,0,1,5,1,3,4,1.0227067783850254
6,1,9,2,0,2,0,1,1,3,6,2,0.7328151827201388
5,0,10,2,0,2,0,1,7,1,6,-2,1.0726236272575929
7,0,9,2,0,2,0,1,2,3,5,2,0.8943923948448629
7,1,9,1,0,5,0,1,0,3,6,2,0.5323946530049959
1,0,7,2,0,1,0,1,1,9,NA,3,1.3870202115996726
4,1,9,1,0,5,0,4,1,5,NA,-2,0.8730356063755297
4,0,6,2,2,2,0,4,7,1,5,-2,1.4666496035671484
2,1,9,1,0,4,1,3,0,5,NA,1,0.6559202144746152
2,1,9,1,0,1,0,3,5,2,4,1,0.6559202144746152
2,0,9,1,0,1,0,3,3,1,4,2,0.7504012084461507
1,0,9,2,0,2,0,3,4,1,4,3,1.3595764852459156
2,1,9,2,0,1,0,3,7,8,NA,-2,0.963169936973034
8,0,9,6,0,2,1,2,1,3,4,6,1.627358091295831
7,1,9,1,0,5,0,3,1,3,3,2,0.5258070381610068
5,0,9,2,0,2,0,2,7,1,3,3,1.0593514591600117
7,1,9,2,0,2,0,3,7,3,2,3,0.7721084373214024
2,1,12,2,0,3,0,3,0,1,5,-2,0.9704535961163426
7,1,11,2,0,2,0,4,7,3,1,4,0.975221359721671
4,1,9,1,1,1,0,2,1,2,5,2,0.9922780398102278
7,1,9,1,0,4,0,3,1,3,5,-2,0.5791377537851232
1,0,9,2,0,-2,0,3,7,1,2,-2,1.5087975907843378
6,0,9,1,0,1,0,3,1,1,3,-2,0.6210595681539426
2,1,9,2,0,3,0,3,7,1,2,9,1.0688832119349003
6,0,9,2,0,2,0,3,5,3,3,-2,0.9119796766661209
3,1,9,2,1,2,0,3,3,2,5,-2,0.9717179757598249
5,0,9,2,0,-2,0,3,1,1,-2,-2,1.1951657398925148
4,1,11,1,0,4,0,3,7,1,3,3,0.8863322254309818
2,1,11,2,0,1,0,3,7,1,2,-2,1.0948707156673179
6,0,9,2,0,2,1,3,1,3,4,-2,0.6908845852229163
3,1,9,2,1,3,0,2,7,2,3,5,0.7366770835016648
6,1,9,2,0,2,1,3,7,3,3,2,0.6038971688958049
5,1,9,2,0,2,0,3,1,1,3,-2,0.7726332338100684
6,1,9,1,0,4,0,4,3,3,3,3,0.46391739684051364
2,1,9,2,1,3,0,4,5,11,NA,4,0.9134402976696634
6,1,9,2,0,2,1,4,7,3,3,-2,0.6812281128330183
5,1,9,1,0,5,0,4,1,1,4,2,0.593673428129523
4,0,9,2,0,3,1,4,4,5,NA,2,1.2425241560405642
2,0,9,2,5,3,0,4,7,1,4,-2,1.045247740851526
6,0,9,1,0,4,0,5,1,3,4,-2,0.5308596656249446
6,0,9,2,0,3,0,4,4,3,3,-2,0.7795278440855123
7,0,9,2,0,2,1,3,5,3,4,3,0.9557938641697824
7,1,9,1,0,5,1,3,1,3,4,-2,0.5689443979979719
4,1,9,4,0,4,0,3,5,1,2,3,1.6113895247198924
3,0,9,3,4,2,0,5,4,1,4,5,1.529461013158809
4,1,9,2,2,2,0,5,1,1,4,-2,1.3531882395964814
6,1,9,1,0,5,0,5,1,3,3,3,0.578140113339047
6,0,9,2,0,2,0,5,0,3,4,-2,0.9712421370248787
3,1,12,4,0,2,0,4,7,1,5,4,0.8557568924894488
1,1,9,3,0,1,0,4,3,1,5,2,1.1605986497644316
3,1,9,2,1,3,0,4,1,4,5,2,0.662908636326343
6,1,9,1,0,1,0,4,5,3,2,4,0.3700731760170462
7,0,9,2,0,2,0,4,1,3,3,-2,0.9557938641697824
1,1,9,2,3,-2,0,4,1,11,NA,-2,1.2956163525477915
5,1,9,2,0,-2,0,4,1,1,3,-2,1.0019383279219036
2,1,13,2,2,2,0,4,4,2,4,-2,1.0500698867752905
4,1,1,2,3,2,0,4,7,1,2,-2,1.2482564169774284
4,1,9,3,0,2,0,4,7,1,3,-2,1.4020356607287927
7,0,9,3,0,2,0,4,1,3,5,2,1.0735431147365266
2,1,9,1,1,1,0,4,7,11,NA,-2,0.62219257621419
5,0,9,2,0,2,0,4,1,1,4,-2,0.9973372124297829
5,1,9,2,0,2,0,4,1,2,5,-2,0.8717651716407149
6,0,9,2,0,2,0,4,1,3,4,-2,0.8648930529752491
3,0,9,2,2,2,0,4,1,5,NA,-2,1.0550585838507038
4,1,9,1,0,4,0,4,1,2,5,-2,0.8206183127599962
6,1,9,1,0,-2,1,4,1,3,5,-2,0.5148349197502501
8,0,9,1,0,5,0,4,1,3,3,-2,0.8967414125551171
3,1,9,2,0,2,0,4,1,11,NA,-2,0.9215469907818233
2,1,9,2,-2,3,0,4,7,2,2,-2,1.012956799473597
4,0,9,2,0,2,0,4,3,1,4,-2,1.3775870020443957
7,0,9,2,0,2,0,4,1,3,3,-2,0.9220128162889695
2,0,9,-2,-2,-2,0,4,3,1,4,-2,1.1588665658636275
7,0,10,1,0,5,0,5,2,3,2,-2,0.5887939953619329
6,1,10,1,0,5,0,5,1,2,5,2,0.4824249197361719
5,1,10,2,0,2,0,5,7,2,2,-2,0.9063418372347457
3,1,10,2,2,2,0,5,5,2,3,5,0.8641632693135812
3,1,9,2,3,2,0,5,1,11,NA,-2,0.8641632693135812
6,0,10,1,0,4,0,5,1,1,2,-2,0.5519150572978272
6,1,9,1,0,5,0,3,1,3,4,2,0.417518451883284
5,1,9,3,1,3,0,3,0,1,5,2,1.0125924775394544
3,1,9,3,2,2,0,3,1,1,4,-2,0.9654693074112097
7,1,9,1,0,5,1,3,0,3,6,1,0.4454170151205539
4,1,9,2,1,2,0,3,1,2,3,4,0.9772389873450269
3,1,12,1,3,4,0,2,1,1,5,-2,0.6782806904581278
7,1,9,2,0,2,1,3,0,11,NA,-2,0.9468254694180486
7,0,1,2,0,2,0,6,8,3,-2,-2,1.0832094525520894
4,1,9,1,0,1,1,1,7,5,NA,-2,0.8687390634140453
4,0,-2,2,2,2,0,2,1,1,5,-2,1.459431658519831
3,0,2,2,-2,2,0,1,3,1,5,-2,1.116926824236585
5,0,3,3,4,2,0,2,6,5,NA,1,1.5122293912106788
6,1,9,1,0,-2,0,3,3,3,3,-2,0.5451458409477422
6,1,9,2,0,2,0,3,1,3,3,-2,0.8005060275315987
6,1,9,1,0,-2,0,3,1,2,4,-2,0.5451458409477422
2,0,9,2,3,2,0,3,3,2,4,-2,1.227989690757442
4,1,9,2,-2,2,0,3,3,1,3,-2,1.2759622171430398
1,0,9,2,0,1,0,2,5,1,3,-2,1.6810619324925304
3,1,12,2,2,2,0,2,8,2,3,7,1.0834516844773447
6,1,9,2,0,2,1,2,1,3,3,3,0.888168533465424
7,0,9,2,0,2,0,2,1,3,4,3,1.1228964826401213
7,0,9,2,0,2,0,2,5,3,2,-2,1.1228964826401213
2,0,9,1,0,1,0,2,7,1,2,3,0.9611347811252916
7,1,9,1,0,1,0,2,1,3,3,-2,0.6684136478367677
5,0,9,2,0,2,0,4,7,3,2,5,1.479934223740864
3,0,9,3,1,3,0,4,1,1,2,4,1.8215576363381967
5,1,9,1,0,4,0,4,7,1,1,-2,0.8809433891210601
5,0,9,2,0,2,0,4,3,3,1,4,1.479934223740864
2,0,12,2,0,3,0,4,7,1,2,-2,1.2370008977705367
4,1,9,4,0,2,0,3,5,1,3,-2,1.65924240086368
7,1,9,1,0,5,0,3,3,3,-2,-2,0.5858401425665186
3,0,9,2,1,3,0,3,3,1,4,5,1.1253732197930375
5,0,9,2,0,-2,-2,3,8,-2,NA,-2,1.1803010702042271
6,1,9,2,0,2,0,3,1,3,-2,-2,0.8063802833039478
2,1,9,2,2,3,0,3,3,2,5,2,1.081253448206792
3,0,9,2,2,2,0,3,3,1,2,6,1.1253732197930375
2,0,9,2,0,3,0,3,7,1,2,4,1.2370008977705367
1,0,10,2,0,3,0,3,4,1,4,5,1.5752353555342715
3,1,10,2,1,2,0,4,7,1,2,5,1.0152459980289616
6,1,10,2,0,2,0,3,7,3,2,5,0.8322563544778716
3,1,10,3,2,2,0,3,5,2,3,4,1.3105935158731432
5,0,11,1,0,4,0,3,5,1,5,2,0.9068364411070281
5,1,9,2,0,2,0,3,7,2,2,4,1.1639608092243445
2,0,9,2,1,2,0,4,1,1,2,7,1.395590746062604
4,0,9,2,0,2,0,1,7,1,2,-2,1.042152595758593
3,1,9,1,0,1,0,1,7,1,3,-2,0.4747640874540573
8,0,12,4,0,2,0,1,0,3,4,-2,1.2850249383198384
7,1,9,1,0,4,0,1,0,3,5,-2,0.4151975895132943
7,0,9,2,0,2,0,1,0,3,6,-2,0.6975080691036262
5,1,9,2,0,2,1,1,3,2,3,3,0.7311828362455158
3,1,12,3,1,2,0,1,1,4,3,4,0.8999668076840518
2,1,9,2,1,2,0,1,7,1,3,-2,0.7663077224132411
1,1,9,3,3,1,0,1,7,7,5,2,1.2205572295098928
-2,0,9,2,1,3,0,3,7,1,2,4,1.1437931929342562
3,0,2,2,4,2,0,3,3,1,3,3,0.8753635643776353
1,0,2,4,0,1,0,3,7,8,NA,-2,1.5325577541118713
6,1,9,2,0,2,1,3,7,3,2,4,0.6272371748517399
4,1,12,1,1,1,0,3,3,1,5,2,0.6808525917389252
4,1,9,2,0,2,0,2,1,1,3,4,0.9997812743099813
3,1,9,2,2,2,0,2,3,1,3,-2,0.7651488969197805
2,0,6,3,0,1,0,2,7,1,2,-2,1.2421059244677028
-2,0,9,1,0,1,0,2,1,3,5,2,0.5213309707342975
5,1,9,4,0,2,0,3,1,3,4,-2,1.0359502748672738
3,1,9,2,2,2,0,3,3,1,3,-2,0.7651488969197805
7,0,9,2,0,3,0,3,1,3,5,2,0.765535665990176
2,0,9,2,0,3,0,2,7,1,3,6,0.8593430450548359
2,1,9,1,2,1,0,2,5,2,4,2,0.5115312304993194
3,0,9,1,0,1,0,2,5,1,4,-2,0.5324038955403332
1,1,9,2,0,3,0,2,1,11,NA,-2,0.9267919942398261
1,0,13,2,0,3,0,2,2,4,5,2,1.0602902870021205
3,1,9,2,2,2,0,2,7,1,2,6,0.8516145304354779
6,1,9,1,0,5,1,2,1,3,4,1,0.47541950240239866
6,1,9,1,0,5,0,2,1,3,4,2,0.47541950240239866
7,1,9,1,0,4,1,2,1,3,4,1,0.507187011100943
5,1,9,2,0,2,0,3,1,2,5,3,0.8931806124365737
7,1,9,2,0,2,0,3,1,3,4,2,0.6627326065598343
6,1,9,2,0,2,0,3,1,3,4,-2,0.621222545412965
3,1,12,2,1,2,0,1,8,11,NA,-2,0.7578118205075807
2,0,9,2,1,-2,0,3,3,1,3,-2,0.9529658181157241
4,1,12,2,0,2,1,3,1,-2,NA,-2,0.9901942885159362
4,0,9,1,0,1,0,2,1,1,3,-2,0.6958198714092779
7,0,9,2,0,2,0,3,1,3,5,-2,0.6838591341262492
4,0,9,4,0,2,0,3,1,1,4,-2,1.31900201582946
8,0,9,1,0,1,1,3,1,3,5,-2,0.6646306113602976
3,0,1,2,0,2,0,4,7,1,4,-2,0.7877075040709262
4,1,13,3,1,2,0,4,7,1,2,9,1.1613904322988449
7,1,9,1,0,5,0,4,1,3,5,-2,0.4100601190514328
7,1,9,2,0,2,0,2,1,3,3,-2,0.7605439977897674
3,0,9,2,2,4,0,2,7,2,4,-2,0.9949239589299302
2,1,9,2,2,2,0,2,1,2,5,5,0.9559183943388821
1,0,6,3,1,1,0,1,3,2,5,-2,1.573473919284024
6,1,9,1,0,5,0,3,5,3,3,-2,0.43855350443111635
-2,1,12,2,-2,-2,0,2,7,1,3,-2,0.7855768113417093
6,0,9,1,0,4,0,2,3,3,5,-2,0.5017242530892297
4,1,9,1,0,4,0,2,1,1,5,2,0.6990299668014541
2,1,9,2,1,3,0,2,7,2,4,4,0.8634995073688725
7,0,9,2,0,2,1,2,1,3,5,2,0.7859739063571626
-2,0,9,2,0,2,0,2,7,3,3,-2,0.7859739063571626
7,1,9,2,0,2,0,2,1,3,4,-2,0.6870140498530887
4,0,9,3,1,2,0,2,3,2,4,3,1.5159571834907515
5,1,9,1,0,-2,0,3,7,2,3,-2,0.5412597052542978
4,0,9,1,0,4,0,4,4,1,4,7,0.7714557547695118
3,1,9,2,2,2,0,4,7,1,2,-2,0.7578118205075807
7,1,9,3,0,2,1,3,1,3,6,1,0.856153522332282
